id,name,urban_rural,population
104205002,Bernad,Rural,298
104205003,Bito-on,Rural,296
104205004,Cabunga-an,Rural,500
104205005,Canibungan Daku,Rural,604
104205006,Canibungan Putol,Rural,466
104205007,Canipacan,Rural,1154
104205008,Dalingap,Rural,1018
104205009,Dela Paz,Rural,1387
104205010,Dolores,Rural,1246
104205011,Gata Daku,Rural,1642
104205012,Gata Diot,Rural,630
104205013,Guba (Ozamis),Rural,967
104205014,Kinangay Norte,Rural,1091
104205015,Kinangay Sur,Rural,1549
104205016,Lapasan,Rural,3907
104205017,Lupagan,Rural,1185
104205018,Malibangcao,Rural,938
104205019,Masabud,Rural,864
104205020,Mialen,Rural,2755
104205021,Pan-ay,Urban,2100
104205022,Penacio,Rural,149
104205023,Poblacion I,Rural,2022
104205024,Segatic Daku,Rural,892
104205025,Segatic Diot,Rural,594
104205026,Sebasi,Rural,854
104205027,Tinacla-an,Rural,1144
104205028,Poblacion II,Urban,1272
104205029,Poblacion III,Urban,1640
104205030,Poblacion IV,Urban,2409
