id,name,urban_rural,population
104212001,Agunod,Rural,362
104212002,Bato,Urban,2381
104212003,Buena Voluntad,Rural,384
104212004,Calaca-an,Rural,812
104212005,Cartagena Proper,Rural,543
104212006,Catarman,Rural,615
104212007,Cebulin,Rural,1245
104212008,Clarin,Rural,1233
104212009,Danao,Rural,753
104212010,Deboloc,Rural,451
104212011,Divisoria,Rural,236
104212012,Eastern Looc,Urban,1674
104212013,Ilisan,Rural,382
104212014,Katipunan,Rural,1025
104212015,Kauswagan,Rural,1104
104212016,Lao Proper,Rural,927
104212017,Lao Santa Cruz,Rural,698
104212018,Looc Proper,Urban,1875
104212019,Mamanga Daku,Rural,1643
104212020,Mamanga Gamay,Rural,600
104212021,Mangidkid,Rural,955
104212022,New Cartagena,Rural,337
104212023,New Look,Rural,387
104212024,Northern Poblacion,Urban,883
104212025,Panalsalan,Rural,2800
104212026,Puntod,Rural,519
104212027,Quirino,Rural,403
104212028,Santa Cruz,Rural,908
104212029,Southern Looc,Rural,1478
104212030,Southern Poblacion,Urban,1882
104212031,Tipolo,Rural,1741
104212032,Unidos,Rural,2206
104212033,Usocan,Rural,1809
