id,name,urban_rural,population
118209001,Anislagan,Rural,1007
118209002,Antiquera,Rural,1750
118209003,Basak,Rural,2081
118209004,Cabacungan,Rural,1109
118209005,Cabidianan,Rural,2647
118209006,Katipunan,Rural,1680
118209007,Libasan,Rural,1731
118209008,Linda,Rural,1679
118209009,Magading,Rural,1993
118209010,Magsaysay,Rural,5073
118209011,Mainit,Rural,8010
118209012,Manat,Rural,2832
118209013,Matilo,Rural,1675
118209014,Mipangi,Rural,3596
118209015,New Dauis,Rural,597
118209016,New Sibonga,Rural,2444
118209017,Ogao,Rural,1506
118209018,Pangutosan,Rural,1915
118209019,Poblacion,Urban,16342
118209020,San Isidro,Rural,1004
118209021,San Roque,Rural,1060
118209022,San Vicente,Rural,576
118209023,Santa Maria,Rural,2764
118209024,Santo Niño (Kao),Rural,1235
118209025,Sasa,Rural,580
118209026,Tagnocon,Rural,2087
118209027,Bayabas,Rural,789
118209028,Bukal,Rural,3434
