id,name,urban_rural,population
118208001,Banagbanag,Rural,1358
118208002,Banglasan,Rural,943
118208003,Bankerohan Norte,Rural,975
118208004,Bankerohan Sur,Rural,1217
118208005,Camansi,Rural,1355
118208006,Camantangan,Rural,1105
118208007,Concepcion,Rural,1469
118208008,Dauman,Rural,1484
118208009,Canidkid,Rural,1331
118208010,Lebanon,Rural,1102
118208011,Linoan,Rural,3254
118208012,Mayaon,Rural,3453
118208014,New Calape,Rural,890
118208015,New Dalaguete,Rural,849
118208016,New Cebulan (Sambayon),Rural,838
118208017,New Visayas,Rural,2877
118208019,Prosperidad,Rural,2285
118208020,San Jose (Pob.),Urban,8367
118208021,San Vicente,Rural,1877
118208022,Tapia,Rural,2573
