id,name,urban_rural,population
118202001,Aguinaldo,Rural,4151
118202002,Banbanon,Rural,1352
118202003,Binasbas,Rural,1127
118202004,Cebulida,Rural,1797
118202005,Il Papa,Rural,1189
118202006,Kaligutan,Rural,2902
118202007,Kapatagan,Rural,4461
118202008,Kidawa,Rural,2050
118202009,Kilagding,Rural,2012
118202010,Kiokmay,Rural,1379
118202011,Langtud,Rural,2896
118202012,Longanapan,Rural,2334
118202013,Naga,Rural,1249
118202014,Laac (Pob.),Urban,7150
118202015,San Antonio,Rural,2426
118202016,Amor Cruz,Rural,2675
118202017,Ampawid,Rural,2633
118202018,Andap,Rural,1745
118202019,Anitap,Rural,505
118202020,Bagong Silang,Rural,1063
118202021,Belmonte,Rural,1212
118202022,Bullucan,Rural,1229
118202023,Concepcion,Rural,1114
118202024,Datu Ampunan,Rural,1145
118202025,Datu Davao,Rural,1031
118202026,Doña Josefa,Rural,894
118202027,El Katipunan,Rural,1140
118202028,Imelda,Rural,1996
118202029,Inacayan,Rural,1077
118202030,Mabuhay,Rural,2298
118202031,Macopa,Rural,707
118202032,Malinao,Rural,711
118202033,Mangloy,Rural,1299
118202034,Melale,Rural,1701
118202035,New Bethlehem,Rural,601
118202036,Panamoren,Rural,911
118202037,Sabud,Rural,1211
118202038,Santa Emilia,Rural,1438
118202039,Santo Niño,Rural,1120
118202040,Sisimon,Rural,925
