id,name,urban_rural,population
166812001,Anibongan,Rural,893
166812002,Barcelona,Rural,4012
166812003,Bongan,Rural,645
166812004,Bogak,Rural,1360
166812005,Handamayan,Rural,446
166812006,Mahayahay,Rural,1881
166812007,Mandus,Rural,2086
166812008,Mansa-ilao,Rural,481
166812009,Pagtila-an,Rural,2199
166812010,Palo Alto,Rural,1024
166812011,Poblacion,Urban,6731
166812012,Rajah Cabungso-an,Rural,2116
166812013,Sabang,Rural,2388
166812014,Salvacion,Rural,489
166812015,San Roque,Rural,1295
166812016,Tagpoporan,Rural,1200
166812017,Union,Rural,1102
166812018,Valencia,Rural,1196
