id,name,urban_rural,population
166818001,Alba,Rural,1605
166818002,Anahao Bag-o,Rural,1389
166818003,Anahao Daan,Rural,1512
166818004,Badong,Rural,1202
166818005,Bajao,Rural,1008
166818006,Bangsud,Rural,833
166818007,Cagdapao,Rural,917
166818008,Camagong,Rural,805
166818009,Caras-an,Rural,1330
166818010,Cayale,Rural,1301
166818011,Dayo-an,Rural,1269
166818012,Gamut,Rural,2227
166818013,Jubang,Rural,754
166818014,Kinabigtasan,Rural,1121
166818015,Layog,Rural,1033
166818016,Lindoy,Rural,841
166818017,Mercedes,Rural,392
166818018,Purisima (Pob.),Urban,6443
166818019,Sumo-sumo,Rural,2175
166818020,Umbay,Rural,417
166818021,Unaban,Rural,903
166818022,Unidos,Rural,1143
166818023,Victoria,Rural,2034
166818024,Cabangahan,Rural,1339
