id,name,urban_rural,population
025008001,Abaca,Rural, 498 
025008003,Banila,Rural, 678 
025008004,Carolotan,Rural, 973 
025008007,Gabut,Rural, 1101 
025008008,Ganao (Lingad),Rural, 942 
025008010,Lukidnon,Rural, 380 
025008011,Mangayang,Rural, 1977 
025008012,Palabotan,Rural, 1108 
025008013,Biruk,Rural, 814 
025008014,Bagumbayan,Urban, 877 
025008015,Balsain,Rural, 673 
025008016,Canabay,Rural, 908 
025008017,Domang,Urban, 1363 
025008018,Dopaj,Urban, 1773 
025008019,Kimbutan,Rural, 1135 
025008020,Kinabuan,Rural, 1130 
025008021,Sanguit,Rural, 840 
025008022,Santa Maria,Rural, 517 
025008023,Talbek,Rural, 459 
