id,name,urban_rural,population
082602001,Bacjao,Rural,527
082602002,Cag-olango,Rural,364
082602003,Cansumangcay,Rural,872
082602004,Guinmaayohan,Rural,1298
082602005,Barangay Poblacion I,Rural,1707
082602006,Barangay Poblacion II,Urban,578
082602007,Barangay Poblacion III,Urban,740
082602008,Barangay Poblacion IV,Urban,460
082602009,Barangay Poblacion V,Urban,790
082602010,Barangay Poblacion VI,Rural,1750
082602011,San Miguel,Rural,1674
082602012,Santa Rosa,Rural,1837
082602013,Maybunga,Rural,159
