id,name,urban_rural,population
082616001,Anuron,Rural,737
082616002,Banuyo,Rural,391
082616003,Bobon,Rural,219
082616004,Busay,Rural,376
082616005,Buyayawon,Rural,345
082616006,Cabunga-an,Rural,191
082616007,Cambante,Rural,243
082616008,Barangay 1 Poblacion,Rural,288
082616009,Barangay 2 Poblacion,Rural,242
082616010,Barangay 3 Poblacion,Rural,194
082616011,San Jose,Rural,331
082616012,Sung-an,Rural,421
082616013,Palamrag (Cabiliri-an),Rural,459
082616014,Barangay 4 Poblacion,Rural,327
082616015,Port Kennedy,Rural,229
082616016,San Roque,Rural,376
