id,name,urban_rural,population
082615002,Camada,Rural,821
082615003,Campakerit (Botay),Rural,546
082615004,Canloterio,Rural,608
082615005,Del Pilar,Rural,465
082615006,Guindalitan,Rural,541
082615007,Lapgap,Rural,340
082615008,Malobago,Rural,384
082615009,Maybocog,Rural,1497
082615010,Maytigbao,Rural,189
082615011,Omawas,Rural,1013
082615012,Patag,Rural,390
082615013,Barangay Poblacion 1,Urban,982
082615014,Barangay Poblacion 2,Rural,538
082615015,Barangay Poblacion 3,Rural,922
082615016,Barangay Poblacion 4,Urban,1351
082615017,Barangay Poblacion 5,Urban,813
082615018,Barangay Poblacion 6,Rural,758
082615019,Barangay Poblacion 7,Urban,771
082615020,San Gabriel,Rural,404
082615021,Tagaslian,Rural,281
