id,name,urban_rural,population
082617001,Agsam,Rural,858
082617002,Bagacay,Rural,250
082617003,Balingasag,Rural,591
082617004,Balocawe (Pob.),Urban,941
082617005,Bantayan,Rural,827
082617006,Batang,Rural,840
082617007,Bato,Rural,234
082617008,Binalayan,Rural,492
082617009,Buntay,Rural,797
082617010,Burak,Rural,866
082617011,Butnga (Pob.),Urban,320
082617012,Cadian,Rural,1281
082617013,Cagdine,Rural,342
082617014,Cagpile,Urban,856
082617015,Cagtoog,Rural,527
082617016,Camanga (Pob.),Urban,554
082617018,Dalid,Rural,1020
082617019,Dao,Rural,2601
082617020,Factoria,Rural,612
082617021,Gamot,Rural,441
082617022,Iwayan,Rural,705
082617023,Japay,Rural,369
082617024,Kalaw,Rural,384
082617025,Mabuhay,Rural,571
082617026,Malingon,Rural,316
082617027,Minap-os,Rural,481
082617028,Nadacpan,Rural,378
082617029,Naga,Rural,418
082617030,Pangudtan,Rural,794
082617031,Paypayon (Pob.),Urban,2869
082617033,Riverside (Pob.),Urban,1150
082617034,Rizal,Rural,533
082617035,Sabang,Rural,707
082617036,San Eduardo,Rural,2337
082617037,Santa Monica,Rural,1251
082617038,Saugan,Rural,617
082617039,Saurong,Rural,737
082617041,Tawagan (Pob.),Urban,1475
082617043,Tiguib (Pob.),Urban,930
082617044,Trinidad (Maycorot),Rural,860
082617045,Alang-alang,Rural,194
082617046,San Roque (Pob.),Rural,1434
