id,name,urban_rural,population
082605001,Balagon,Rural,354
082605002,Baruk,Rural,696
082605003,Boco,Rural,473
082605004,Caghalong,Rural,284
082605005,Camantang,Rural,1303
082605007,Can-ilay,Rural,1181
082605008,Cansangaya,Rural,1187
082605009,Canteros,Rural,950
082605010,Carolina,Rural,1304
082605011,Guibuangan,Rural,361
082605012,Jepaco,Rural,325
082605013,Mabuhay,Rural,599
082605014,Malogo,Rural,846
082605015,Obong,Rural,305
082605016,Pandol,Rural,471
082605018,Barangay 1 Poblacion,Rural,534
082605019,Barangay 10 Poblacion,Rural,1243
082605020,Barangay 2 Poblacion,Urban,398
082605021,Barangay 3 Poblacion,Urban,553
082605022,Barangay 4 Poblacion,Urban,1660
082605023,Barangay 5 Poblacion,Urban,374
082605024,Barangay 6 Poblacion,Rural,211
082605025,Barangay 7 Poblacion,Urban,1036
082605026,Barangay 8 Poblacion,Urban,389
082605027,Barangay 9 Poblacion,Urban,735
082605028,Salvacion,Rural,434
082605032,Solong,Rural,572
082605033,Rawis,Rural,1007
