id,name,urban_rural,population
160312001,Basa,Rural,1927
160312002,Cuevas,Rural,2070
160312003,Kapatungan,Rural,3947
160312004,Langkila-an,Rural,1822
160312005,New Visayas,Rural,828
160312006,Poblacion,Urban,16880
160312007,Pulang-lupa,Rural,3167
160312008,Salvacion,Rural,2184
160312009,San Ignacio,Rural,781
160312010,San Isidro,Rural,1760
160312011,San Roque,Rural,1214
160312012,Santa Maria,Rural,3781
160312013,Tudela,Rural,1674
160312014,Cebolin,Rural,988
160312015,Manat,Rural,3602
160312016,Pangyan,Rural,568
