id,name,urban_rural,population
160308001,Alegria,Urban,6053
160308002,Bayugan 2,Rural,4896
160308003,Borbon,Rural,2696
160308005,Caimpugan,Rural,1751
160308006,Ebro,Rural,1496
160308007,Hubang,Rural,2659
160308008,Lapinigan,Urban,4627
160308009,Lucac,Rural,966
160308010,Mate,Rural,1616
160308011,New Visayas,Rural,1735
160308012,Pasta,Rural,3429
160308013,Pisa-an,Rural,2611
160308015,Barangay 1 (Pob.),Urban,4741
160308016,Barangay 2 (Pob.),Urban,2993
160308017,Barangay 3 (Pob.),Urban,3315
160308018,Barangay 4 (Pob.),Urban,3250
160308019,Barangay 5 (Pob.),Urban,4926
160308020,Rizal,Rural,1331
160308021,San Isidro,Rural,3089
160308022,Santa Ana,Rural,1283
160308024,Tagapua,Rural,2404
160308025,Bitan-agan,Rural,1079
160308026,Buenasuerte,Rural,1766
160308027,Das-agan,Rural,1803
160308028,Karaus,Rural,2686
160308029,Ladgadan,Rural,992
160308030,Ormaca,Rural,793
