id,name,urban_rural,population
160313001,Binongan,Rural,1477
160313002,Del Monte,Rural,2260
160313003,Don Mateo,Rural,1269
160313004,La Fortuna,Rural,6045
160313005,Limot,Rural,1104
160313006,Magsaysay,Rural,1563
160313007,Masayan,Rural,1430
160313008,Poblacion,Urban,5643
160313009,Sampaguita,Rural,5581
160313010,San Gabriel,Rural,2115
160313011,Santa Emelia,Rural,1463
160313012,Sinobong,Rural,3206
160313013,Anitap,Rural,560
160313014,Bacay II,Rural,994
160313015,Caigangan,Rural,726
160313016,Candiis,Rural,553
160313017,Katipunan,Rural,922
160313018,Santa Cruz,Rural,1021
160313019,Sawagan,Rural,1214
160313020,Sisimon,Rural,1311
