id,name,urban_rural,population
175203001,Anilao,Rural,2927
175203002,Batangan,Rural,1140
175203003,Bukal,Rural,724
175203004,Camantigue,Rural,1551
175203005,Carmundo,Rural,1534
175203006,Cawayan,Rural,2875
175203007,Dayhagan,Rural,2005
175203008,Formon,Rural,1516
175203009,Hagan,Rural,2783
175203010,Hagupit,Rural,743
175203011,Kaligtasan,Rural,2188
175203012,Labasan,Rural,4263
175203013,Labonan,Rural,1522
175203014,Libertad,Rural,1649
175203015,Lisap,Rural,5168
175203016,Luna,Rural,1270
175203017,Malitbog,Rural,2690
175203018,Mapang,Rural,730
175203019,Masaguisi,Rural,2201
175203020,Morente,Rural,1755
175203021,Ogbot,Rural,1115
175203022,Orconuma,Rural,1826
175203023,Polusahi,Rural,940
175203024,Sagana,Rural,2218
175203025,San Isidro,Rural,1649
175203026,San Jose,Rural,962
175203027,San Juan,Rural,461
175203028,Santa Cruz,Rural,1228
175203029,Sigange,Rural,1373
175203031,Tawas,Rural,1372
175203032,Poblacion,Urban,1626
175203033,Aplaya,Rural,2623
175203034,Bagumbayan I,Rural,2361
175203035,Bagumbayan II,Rural,1416
175203036,Ipil,Rural,2410
175203037,Mina de Oro,Rural,1755
