id,name,urban_rural,population
175208001,Adrialuna,Rural,1585
175208002,Antipolo,Rural,484
175208003,Apitong,Rural,2189
175208004,Arangin,Rural,986
175208005,Aurora,Rural,3240
175208006,Bacungan,Rural,1319
175208007,Bagong Buhay,Rural,1979
175208008,Bancuro,Rural,1834
175208010,Barcenaga,Urban,4545
175208011,Bayani,Rural,1878
175208012,Buhangin,Rural,905
175208013,Concepcion,Rural,869
175208014,Dao,Rural,1289
175208015,Del Pilar,Rural,1918
175208016,Estrella,Rural,2036
175208017,Evangelista,Rural,2979
175208018,Gamao,Rural,854
175208019,General Esco,Rural,1202
175208020,Herrera,Rural,821
175208021,Inarawan,Rural,1743
175208022,Kalinisan,Rural,1194
175208023,Laguna,Rural,1334
175208024,Mabini,Rural,568
175208025,Andres Ilagan (Mag-asawang Tubig),Rural,605
175208026,Mahabang Parang,Rural,2482
175208027,Malaya,Rural,1169
175208028,Malinao,Rural,1534
175208029,Malvar,Rural,1105
175208030,Masagana,Rural,871
175208031,Masaguing,Rural,603
175208032,Melgar A,Rural,1474
175208033,Metolza,Rural,581
175208034,Montelago,Rural,1913
175208035,Montemayor,Rural,655
175208036,Motoderazo,Rural,1672
175208037,Mulawin,Rural,1325
175208038,Nag-Iba I,Rural,745
175208039,Nag-Iba II,Rural,1302
175208040,Pagkakaisa,Rural,2212
175208042,Paniquian,Rural,1489
175208043,Pinagsabangan I,Urban,2239
175208044,Pinagsabangan II,Urban,1474
175208045,Piñahan,Rural,964
175208046,Poblacion I (Barangay I),Urban,782
175208047,Poblacion II (Barangay II),Rural,704
175208048,Poblacion III (Barangay III),Rural,802
175208049,Sampaguita,Rural,2046
175208050,San Agustin I,Rural,1364
175208051,San Agustin II,Rural,1782
175208052,San Andres,Rural,1062
175208053,San Antonio,Rural,451
175208054,San Carlos,Rural,770
175208055,San Isidro,Rural,987
175208056,San Jose,Rural,628
175208057,San Luis,Rural,574
175208058,San Nicolas,Rural,952
175208059,San Pedro,Rural,1259
175208060,Santa Isabel,Rural,1212
175208061,Santa Maria,Rural,2850
175208062,Santiago,Rural,2001
175208063,Santo Niño,Rural,1585
175208064,Tagumpay,Rural,954
175208065,Tigkan,Rural,785
175208066,Melgar B,Rural,1325
175208067,Santa Cruz,Rural,1381
175208068,Balite,Rural,1040
175208069,Banuton,Rural,944
175208070,Caburo,Rural,274
175208071,Magtibay,Rural,392
175208072,Paitan,Rural,1426
