id,name,urban_rural,population
175206001,Agsalin,Rural,694
175206002,Agos,Rural,877
175206003,Andres Bonifacio,Rural,1314
175206004,Balete,Urban,2433
175206005,Banus,Rural,2253
175206006,Banutan,Rural,828
175206007,Buong Lupa,Rural,874
175206008,Bulaklakan,Rural,1066
175206009,Gaudencio Antonino,Rural,1543
175206010,Guimbonan,Rural,1065
175206012,Kawit,Rural,1890
175206013,Lucio Laurel,Urban,2672
175206014,Macario Adriatico,Urban,1026
175206015,Malamig,Urban,2861
175206016,Malayong,Rural,1260
175206017,Maligaya (Pob.),Urban,2689
175206018,Malubay,Rural,1153
175206020,Manguyang,Rural,1636
175206021,Maragooc,Rural,1201
175206022,Mirayan,Rural,1017
175206023,Narra,Rural,2079
175206024,Papandungin,Rural,1056
175206025,San Antonio,Rural,1128
175206026,Santa Maria,Rural,1861
175206027,Santa Theresa,Rural,1491
175206028,Tambong,Rural,2802
175206029,Alma Villa,Urban,1243
