id,name,urban_rural,population
031404001,Antipona,Rural,2298 
031404002,Bagumbayan,Rural,2187 
031404003,Bambang,Rural,9072 
031404004,Batia,Rural,19561 
031404005,Biñang 1st,Rural,3465 
031404006,Biñang 2nd,Urban,2421 
031404007,Bolacan,Rural,1106 
031404008,Bundukan,Rural,6668 
031404009,Bunlo,Rural,4942 
031404010,Caingin,Rural,5253 
031404011,Duhat,Rural,7094 
031404012,Igulot,Rural,1468 
031404013,Lolomboy,Urban,16421 
031404014,Poblacion,Urban,786 
031404015,Sulucan,Urban,2715 
031404016,Taal,Urban,8520 
031404017,Tambobong,Rural,4549 
031404018,Turo,Rural,6000 
031404019,Wakas,Rural,1881 
