id,name,urban_rural,population
031411001,Abangan Norte,Urban,8665 
031411002,Abangan Sur,Urban,9788 
031411003,Ibayo,Urban,6584 
031411004,Lambakin,Urban,37007 
031411005,Lias,Urban,12038 
031411006,Loma de Gato,Urban,46286 
031411007,Nagbalon,Urban,3766 
031411008,Patubig,Urban,6113 
031411009,Poblacion I,Urban,1661 
031411010,Poblacion II,Urban,5536 
031411011,Prenza I,Urban,5827 
031411012,Prenza II,Urban,6507 
031411013,Santa Rosa I,Urban,9921 
031411014,Santa Rosa II,Urban,8510 
031411015,Saog,Urban,11445 
031411016,Tabing Ilog,Urban,5970 
