id,name,urban_rural,population
112303001,Alejal,Rural,7713
112303002,Anibongan,Rural,2601
112303003,Asuncion (Cuatro-Cuatro),Rural,1227
112303005,Cebulano,Rural,2107
112303006,Guadalupe,Rural,2213
112303007,Ising (Pob.),Urban,11117
112303008,La Paz,Rural,2993
112303010,Mabaus,Rural,1622
112303011,Mabuhay,Rural,2026
112303012,Magsaysay,Rural,3974
112303014,Mangalcal,Rural,3595
112303015,Minda,Rural,725
112303016,New Camiling,Rural,3412
112303018,San Isidro,Rural,1881
112303019,Santo Niño,Rural,4959
112303020,Tibulao,Rural,1557
112303021,Tubod,Rural,8376
112303022,Tuganay,Rural,4013
112303023,Salvacion,Rural,1631
112303024,Taba,Rural,1457
