id,name,urban_rural,population
153605001,Badak,Rural,565
153605002,Baguiangun,Rural,568
153605003,Balut Maito,Rural,307
153605004,Basak,Rural,1326
153605005,Bubong,Rural,645
153605006,Bubonga-Ranao,Rural,500
153605009,Dansalan Dacsula,Rural,669
153605010,Ingud,Rural,536
153605011,Kialilidan,Rural,1050
153605012,Lumbac,Rural,776
153605014,Macaguiling,Rural,664
153605015,Madaya,Rural,672
153605016,Magonaya,Rural,946
153605017,Maindig,Rural,904
153605018,Masolun,Rural,518
153605019,Olama,Rural,900
153605020,Pagalamatan (Pob.),Rural,1624
153605021,Pantar,Rural,635
153605022,Picalilangan,Rural,507
153605023,Picotaan,Rural,499
153605024,Pindolonan,Rural,486
153605025,Poblacion,Urban,1930
153605028,Soldaroro,Rural,576
153605030,Tambac,Rural,724
153605033,Timbangan,Rural,582
153605034,Tuca,Rural,384
