id,name,urban_rural,population
153615003,Bacayawan,Rural,955
153615004,Badak Lumao,Rural,741
153615006,Bagoaingud,Rural,827
153615017,Boniga,Rural,909
153615018,BPS Village,Rural,1503
153615019,Betayan,Rural,696
153615020,Campo Muslim,Rural,1932
153615021,China Town (Pob.),Urban,2114
153615022,Corahab,Urban,2744
153615023,Diamaro,Rural,748
153615027,Inandayan,Rural,475
153615028,Cabasaran (South),Rural,644
153615029,Calumbog,Rural,517
153615034,Lamin,Rural,747
153615038,Mable,Rural,814
153615043,Mananayo,Rural,981
153615044,Manggahan,Rural,619
153615047,Masao,Rural,736
153615049,Montay,Rural,940
153615053,Pasir,Rural,1914
153615059,Rebocun,Rural,320
153615061,Sarang,Rural,521
153615063,Tacub,Rural,619
153615064,Tambara,Rural,910
153615066,Tiongcop,Rural,1133
153615068,Tuboc,Rural,2308
153615070,Matampay,Rural,634
153615071,Calibagat,Rural,850
153615072,Jose Abad Santos,Urban,2030
153615073,Macuranding,Rural,865
153615074,Matalin,Rural,1440
153615075,Matling,Rural,458
153615078,Pialot,Rural,799
153615079,Sumbagarogong,Rural,789
153615080,Banday,Rural,1762
153615081,Bunk House,Rural,905
153615082,Madaya,Rural,825
