id,name,urban_rural,population
137604001,Baclaran,Urban,21332
137604002,Don Galo,Urban,10827
137604003,La Huerta,Urban,8788
137604004,San Dionisio,Urban,60951
137604005,Santo Niño,Urban,28235
137604006,Tambo,Urban,26209
137604007,B. F. Homes,Urban,83462
137604008,Don Bosco,Urban,47621
137604009,Marcelo Green Village,Urban,28772
137604010,Merville,Urban,20391
137604011,Moonwalk,Urban,59614
137604012,San Antonio,Urban,59847
137604013,San Isidro,Urban,69035
137604014,San Martin De Porres,Urban,20938
137604015,Sun Valley,Urban,37586
137604016,Vitalez,Urban,4518
