id,name,urban_rural,population
137601001,Almanza Uno,Urban,31049
137601002,Daniel Fajardo,Urban,11503
137601003,Elias Aldana,Urban,11104
137601004,Ilaya,Urban,6127
137601005,Manuyo Uno,Urban,13696
137601006,Pamplona Uno,Urban,17862
137601007,Pulang Lupa Uno,Urban,35602
137601008,Talon Uno,Urban,31435
137601009,Zapote,Urban,20753
137601010,Almanza Dos,Urban,37301
137601011,B. F. International Village,Urban,69660
137601012,Manuyo Dos,Urban,32951
137601013,Pamplona Dos,Urban,9236
137601014,Pamplona Tres,Urban,32535
137601015,Pilar,Urban,30499
137601016,Pulang Lupa Dos,Urban,30779
137601017,Talon Dos,Urban,45855
137601018,Talon Tres,Urban,25967
137601019,Talon Kuatro,Urban,20112
137601020,Talon Singko,Urban,38547
