id,name,urban_rural,population
043410002,Bagong Anyo (Pob.),Urban,1171
043410003,Bayate,Rural,210
043410004,Bubukal,Rural,228
043410005,Bongkol,Rural,605
043410007,Cabuyao,Rural,90
043410008,Calumpang,Rural,3589
043410009,Culoy,Rural,64
043410010,Dagatan,Rural,472
043410011,Daniw (Danliw),Urban,724
043410012,Dita,Rural,353
043410013,Ibabang Palina,Rural,118
043410014,Ibabang San Roque,Rural,1461
043410015,Ibabang Sungi,Rural,177
043410016,Ibabang Taykin,Rural,1003
043410018,Ilayang Palina,Rural,1851
043410019,Ilayang San Roque,Rural,150
043410020,Ilayang Sungi,Rural,124
043410021,Ilayang Taykin,Rural,2589
043410022,Kanlurang Bukal,Rural,4315
043410023,Laguan,Rural,598
043410024,Rizal (Pob.),Urban,799
043410025,Luquin,Rural,267
043410026,Malabo-Kalantukan,Urban,529
043410027,Masikap (Pob.),Urban,1708
043410028,Maslun (Pob.),Urban,2591
043410029,Mojon,Rural,2760
043410030,Novaliches,Rural,794
043410031,Oples,Rural,1271
043410032,Pag-Asa (Pob.),Urban,1206
043410033,Palayan,Rural,631
043410034,San Isidro,Rural,342
043410035,Silangang Bukal,Rural,148
043410037,Tuy-Baanan,Rural,913
