id,name,urban_rural,population
142705002,Ambasa,Rural,740
142705004,Hapid,Rural,1504
142705005,Lawig,Rural,1458
142705006,Lucban,Rural,870
142705007,Mabatobato (Lamut),Rural,1905
142705008,Magulon,Rural,1145
142705009,Nayon,Rural,1094
142705010,Panopdopan,Rural,963
142705011,Payawan,Rural,1473
142705012,Pieza,Rural,700
142705013,Poblacion East,Urban,1836
142705014,Pugol (Ifugao Reservation),Rural,1885
142705015,Salamague,Rural,769
142705016,Bimpal,Rural,1330
142705017,Holowon,Rural,738
142705018,Poblacion West,Urban,2637
142705019,Sanafe,Rural,1173
142705020,Umilag,Rural,868
