id,name,urban_rural,population
041023001,Abung,Rural,1947
041023002,Balagbag,Rural,2147
041023003,Barualte,Rural,1389
041023004,Bataan,Rural,1786
041023005,Buhay Na Sapa,Rural,3751
041023006,Bulsa,Rural,1543
041023007,Calicanto,Rural,1908
041023008,Calitcalit,Rural,4128
041023009,Calubcub I,Rural,1794
041023010,Calubcub II,Rural,3360
041023011,Catmon,Rural,1282
041023012,Coloconto,Rural,702
041023013,Escribano,Rural,2844
041023014,Hugom,Rural,1301
041023015,Imelda (Tubog),Rural,909
041023016,Janaojanao,Rural,1466
041023017,Laiya-Ibabao,Rural,3580
041023018,Laiya-Aplaya,Rural,5572
041023019,Libato,Rural,3997
041023020,Lipahan,Urban,3814
041023021,Mabalanoy,Rural,3155
041023022,Nagsaulay,Rural,2404
041023023,Maraykit,Rural,3060
041023024,Muzon,Rural,1497
041023025,Palahanan I,Rural,713
041023026,Palahanan II,Rural,2954
041023027,Palingowak,Rural,1469
041023028,Pinagbayanan,Rural,1173
041023029,Poblacion,Urban,3111
041023030,Poctol,Rural,2216
041023031,Pulangbato,Rural,2391
041023032,Putingbuhangin,Rural,1872
041023033,Quipot,Rural,2517
041023034,Sampiro,Rural,2690
041023035,Sapangan,Rural,2435
041023036,Sico I,Rural,1700
041023037,Sico II,Rural,934
041023038,Subukin,Rural,1444
041023039,Talahiban I,Rural,2055
041023040,Talahiban II,Rural,1261
041023041,Ticalan,Rural,1486
041023042,Tipaz,Rural,2534
