id,name,urban_rural,population
041018001,District I (Pob.),Urban,2153
041018002,District II (Pob.),Urban,2222
041018003,District III (Pob.),Urban,3099
041018004,District IV (Pob.),Urban,1698
041018006,Bayorbor,Rural,966
041018008,Bubuyan,Rural,1204
041018009,Calingatan,Rural,2550
041018010,Kinalaglagan,Rural,2377
041018011,Loob,Rural,1007
041018012,Lumang Lipa,Rural,1974
041018013,Manggahan,Rural,740
041018014,Nangkaan,Rural,2217
041018015,San Sebastian,Rural,748
041018016,Santol,Rural,1749
041018017,Upa,Rural,1483
041018018,Barangay II-A (Pob.),Urban,990
