id,name,urban_rural,population
041027001,Antipolo,Rural,696
041027002,Bihis,Rural,1373
041027003,Burol,Rural,454
041027004,Calayaan,Rural,1902
041027005,Calumala,Rural,1289
041027006,Cuta East,Rural,991
041027007,Cutang Cawayan,Rural,510
041027008,Irukan,Rural,598
041027009,Pacifico,Rural,1680
041027010,Poblacion I,Urban,1483
041027012,Saimsim,Rural,1910
041027013,Sampa,Rural,1172
041027014,Sinipian,Rural,705
041027015,Tambo Ibaba,Rural,683
041027016,Tambo Ilaya,Rural,580
041027017,Poblacion II,Urban,986
041027018,Poblacion III,Urban,403
