id,name,urban_rural,population
041014001,Adya,Urban,1891
041014003,Anilao,Urban,3126
041014004,Anilao-Labac,Urban,2733
041014005,Antipolo Del Norte,Urban,5604
041014006,Antipolo Del Sur,Urban,6332
041014007,Bagong Pook,Urban,5509
041014008,San Sebastian (Balagbag),Urban,4016
041014009,Balintawak,Urban,12918
041014010,Banaybanay,Urban,10111
041014011,Bolbok,Urban,5473
041014012,Bugtong na Pulo,Urban,4786
041014013,Bulacnin,Urban,5599
041014014,Bulaklakan,Urban,1432
041014015,Calamias,Urban,1103
041014016,Cumba,Urban,2399
041014017,Dagatan,Urban,4401
041014018,Duhatan,Urban,2106
041014020,Halang,Urban,1961
041014021,Inosloban,Urban,7910
041014022,Kayumanggi,Urban,4813
041014024,Latag,Urban,4207
041014025,Lodlod,Urban,8210
041014026,Lumbang,Urban,3735
041014027,Mabini,Urban,3326
041014028,Malagonlong,Urban,2199
041014029,Malitlit,Urban,1762
041014030,Marauoy,Urban,14107
041014031,Mataas Na Lupa,Urban,5322
041014032,Munting Pulo,Urban,3031
041014033,Pagolingin Bata,Urban,1206
041014034,Pagolingin East,Urban,2004
041014035,Pagolingin West,Urban,1384
041014036,Pangao,Urban,4507
041014037,Pinagkawitan,Urban,6570
041014038,Pinagtongulan,Urban,2908
041014039,Plaridel,Urban,4326
041014040,Poblacion Barangay 1,Urban,4147
041014041,Poblacion Barangay 10,Urban,2793
041014042,Poblacion Barangay 11,Urban,389
041014043,Poblacion Barangay 2,Urban,3548
041014044,Poblacion Barangay 3,Urban,2440
041014045,Poblacion Barangay 4,Urban,672
041014046,Poblacion Barangay 5,Urban,573
041014047,Poblacion Barangay 6,Urban,1201
041014048,Poblacion Barangay 7,Urban,4976
041014049,Poblacion Barangay 8,Urban,800
041014050,Poblacion Barangay 9,Urban,357
041014051,Pusil,Urban,896
041014052,Quezon,Urban,1271
041014053,Rizal,Urban,2911
041014054,Sabang,Urban,17730
041014055,Sampaguita,Urban,4551
041014056,San Benito,Urban,3653
041014057,San Carlos,Urban,5368
041014058,San Celestino,Urban,2332
041014059,San Francisco,Urban,2741
041014060,San Guillermo,Urban,1179
041014061,San Jose,Urban,5723
041014062,San Lucas,Urban,2422
041014063,San Salvador,Urban,3296
041014064,Sapac,Urban,5053
041014066,Sico,Urban,4183
041014068,Santo Niño,Urban,2680
041014069,Santo Toribio,Urban,2853
041014070,Talisay,Urban,4091
041014071,Tambo,Urban,10106
041014072,Tangob,Urban,1970
041014073,Tanguay,Urban,3410
041014074,Tibig,Urban,3642
041014075,Tipacan,Urban,2991
041014076,Poblacion Barangay 9-A,Urban,835
041014077,Barangay 12 (Pob.),Urban,2658
