id,name,urban_rural,population
041002001,Balagbag,Rural,650
041002002,Concepcion,Rural,463
041002003,Concordia,Rural,852
041002004,Dalipit East,Rural,1134
041002005,Dalipit West,Rural,965
041002006,Dominador East,Rural,928
041002007,Dominador West,Rural,1069
041002008,Munlawin Sur,Rural,619
041002009,Munlawin Norte,Rural,1142
041002011,Muzon Primero,Urban,2167
041002012,Muzon Segundo,Rural,2119
041002013,Pinagkurusan,Urban,1311
041002014,Ping-As,Rural,1215
041002015,Poblacion East,Urban,1297
041002016,Poblacion West,Urban,2304
041002018,San Jose,Rural,2225
041002019,Santa Cruz,Rural,1286
041002020,Tadlac,Rural,1266
041002021,San Juan,Rural,637
